order_id,gender_category,product_line,product_name,size,units_sold,price,discount_applied,revenue,order_date,sales_channel,region,profit
2550,Men,Soccer,Premier III,4,1.0,6121.21,0.05,5815.15,2023-09-08,Online,Kolkata,2470.08
2552,Women,Soccer,Premier III,10,1.0,5879.875,0.41,0.0,2025-05-03,Retail,Hyderabad,3389.34
2554,Women,Training,Flex Trainer,2,1.0,6755.56,0,0.0,2025-01-13,Retail,Bangalore,1002.19
2556,Kids,Lifestyle,Air Force 1,10,1.0,6194.755901639345,0,0.0,2025-01-13,Retail,Kolkata,1327.26
2557,Men,Basketball,LeBron 20,2,3.0,6092.007142857143,0,0.0,2024-11-09,Retail,Kolkata,1115.74
2558,Kids,Basketball,Kyrie Flytrap,3,-1.0,3134.87,0,0.0,2024-11-09,Online,Mumbai,-1077.81
2559,Men,Lifestyle,Air Force 1,7,3.0,6011.84,0,0.0,2025-02-10,Online,Kolkata,-99.73
2560,Kids,Basketball,Zoom Freak,2,2.0,6748.174761904761,0,0.0,2025-01-16,Retail,Delhi,3493.16
2562,Kids,Training,ZoomX Invincible,3,1.0,6594.948909090909,0,0.0,2024-12-21,Retail,Mumbai,-79.1
2563,Men,Soccer,Mercurial Superfly,2,2.0,9443.35,0.54,8687.88,2025-04-13,Retail,Kolkata,2706.61
2565,Women,Lifestyle,Dunk Low,4,4.0,3028.41,0,0.0,2024-09-18,Online,Mumbai,1754.48
2567,Women,Running,Air Zoom,2,3.0,5842.576458333334,0,0.0,2024-09-15,Online,Pune,1162.3
2569,Women,Basketball,Air Jordan,3,2.0,9605.11,0.88,2305.23,2024-08-24,Online,Hyderabad,128.89
2572,Men,Lifestyle,Waffle One,4,-1.0,2729.99,0.76,-655.2,2024-01-31,Retail,Pune,1204.81
2575,Men,Training,Metcon 7,4,2.0,3582.67,0,0.0,2025-07-03,Online,Hyderabad,1982.16
2577,Women,Running,Air Zoom,3,-1.0,5545.52,0,0.0,2023-11-16,Retail,Mumbai,1185.56
2578,Men,Lifestyle,Blazer Mid,9,2.0,5995.4456451612905,0,0.0,2025-05-10,Retail,Bangalore,3550.0
2579,Kids,Lifestyle,Dunk Low,7,3.0,9541.83,0,0.0,2024-07-26,Online,Delhi,589.3
2580,Kids,Training,Flex Trainer,2,1.0,2749.79,0,0.0,2024-12-06,Retail,Kolkata,2978.85
2581,Kids,Running,Free RN,10,0.0,6094.6030612244895,0.53,0.0,2024-10-30,Online,Mumbai,800.45
2584,Kids,Running,React Infinity,2,0.0,6447.061224489796,0,0.0,2024-09-03,Retail,Hyderabad,-123.93
2587,Women,Running,React Infinity,6,4.0,6447.061224489796,0.37,0.0,2024-11-24,Online,Bangalore,-480.01
2589,Men,Training,Metcon 7,2,3.0,6019.014594594595,0,0.0,2024-09-17,Online,Kolkata,1429.18
2594,Women,Training,ZoomX Invincible,4,3.0,7944.34,0.67,7864.9,2024-02-23,Retail,Hyderabad,1534.91
2595,Men,Basketball,LeBron 20,4,0.0,6092.007142857143,0,0.0,2024-02-23,Retail,Delhi,420.27
2030,Men,Soccer,Mercurial Superfly,2,-1.0,6274.248378378378,0.7,0.0,2025-03-15,Online,Pune,-1193.55
2599,Kids,Training,Flex Trainer,12,4.0,5957.5976190476185,0,0.0,2024-12-06,Retail,Hyderabad,-562.31
2600,Kids,Lifestyle,Air Force 1,2,3.0,6194.755901639345,0,0.0,2024-11-04,Online,Pune,803.62
2601,Women,Soccer,Tiempo Legend,4,1.0,5638.320256410257,0,0.0,2024-09-27,Retail,Delhi,3739.4
2602,Kids,Running,Free RN,4,2.0,3518.53,0,0.0,2024-11-17,Online,Pune,3494.88
2603,Women,Running,Air Zoom,3,0.0,5842.576458333334,0,0.0,2025-03-18,Online,Hyderabad,-144.08
2608,Women,Lifestyle,Waffle One,3,2.0,5619.815833333333,0,0.0,2023-08-31,Online,Kolkata,354.67
2033,Kids,Soccer,Mercurial Superfly,2,4.0,6274.248378378378,0,0.0,2025-05-06,Retail,Pune,2310.9
2612,Women,Training,Flex Trainer,2,0.0,5957.5976190476185,0,0.0,2023-08-10,Retail,Mumbai,507.1
2613,Women,Lifestyle,Waffle One,7,3.0,4374.83,0.27,9580.88,2023-08-10,Retail,Delhi,1473.37
2615,Women,Soccer,Phantom GT,4,3.0,3042.37,0.12,8031.86,2025-03-24,Online,Pune,2105.48
2617,Kids,Soccer,Premier III,4,0.0,5879.875,0,0.0,2024-06-07,Online,Delhi,2772.05
2619,Kids,Lifestyle,Waffle One,3,4.0,5619.815833333333,0.65,0.0,2024-01-22,Online,Hyderabad,-300.28
2620,Kids,Training,Flex Trainer,4,0.0,5957.5976190476185,0,0.0,2024-01-22,Online,Hyderabad,3874.67
2621,Kids,Soccer,Phantom GT,3,3.0,6466.57,0.59,7953.88,2024-05-19,Online,Bangalore,-1152.86
2624,Men,Lifestyle,Blazer Mid,4,0.0,5995.4456451612905,0,0.0,2025-04-08,Retail,Bangalore,2085.94
2625,Kids,Training,Flex Trainer,2,-1.0,6815.44,0,0.0,2025-02-05,Online,Pune,3874.57
2628,Kids,Basketball,Kyrie Flytrap,3,4.0,5620.632222222222,0.44,0.0,2025-06-29,Retail,Pune,-348.88
2632,Men,Running,Pegasus Turbo,3,-1.0,7504.2,0.99,-75.04,2024-03-10,Online,Pune,2413.42
2633,Kids,Basketball,Air Jordan,10,0.0,6064.126491228069,0.71,0.0,2025-06-13,Online,Bangalore,3634.35
2638,Men,Soccer,Premier III,8,1.0,5028.99,0,0.0,2024-01-22,Online,Pune,654.11
2640,Kids,Training,ZoomX Invincible,9,2.0,7900.02,0,0.0,2024-08-02,Online,Bangalore,861.92
2644,Men,Training,SuperRep Go,2,1.0,2640.04,0,0.0,2025-04-17,Retail,Bangalore,1466.96
2022,Kids,Training,ZoomX Invincible,3,3.0,6594.948909090909,0,0.0,2024-11-27,Retail,Mumbai,689.62
2646,Men,Soccer,Premier III,4,1.0,5879.875,0.89,0.0,2024-10-20,Retail,Kolkata,2676.52
2651,Kids,Basketball,Air Jordan,3,1.0,6064.126491228069,0,0.0,2024-10-27,Online,Kolkata,-819.33
2656,Women,Soccer,Premier III,2,1.0,5246.43,0,0.0,2024-07-21,Retail,Bangalore,1891.48
2657,Kids,Running,Air Zoom,2,4.0,5842.576458333334,0,0.0,2025-04-07,Online,Delhi,494.45
2658,Women,Lifestyle,Dunk Low,3,1.0,6179.874130434783,0,0.0,2025-04-26,Online,Delhi,155.53
2662,Kids,Training,SuperRep Go,2,0.0,5628.213958333334,0,0.0,2024-11-01,Online,Delhi,2104.46
2663,Kids,Training,Metcon 7,3,2.0,6019.014594594595,0.43,0.0,2025-06-17,Retail,Delhi,3174.81
2664,Kids,Running,Pegasus Turbo,3,2.0,9103.08,0,0.0,2024-12-11,Online,Mumbai,1726.8
2667,Women,Lifestyle,Air Force 1,4,3.0,9367.66,0,0.0,2025-03-23,Online,Delhi,-623.95
2027,Men,Soccer,Premier III,12,4.0,7204.01,0,0.0,2025-06-15,Retail,Delhi,3951.42
2672,Women,Lifestyle,Air Force 1,4,2.0,6194.755901639345,0,0.0,2024-08-04,Online,Mumbai,67.58
2674,Women,Lifestyle,Waffle One,7,-1.0,4784.45,0,0.0,2025-01-25,Online,Pune,3357.12
2675,Women,Soccer,Premier III,12,3.0,5879.875,0,0.0,2025-04-04,Online,Hyderabad,2731.71
2677,Men,Lifestyle,Air Force 1,2,2.0,5618.62,0,0.0,2025-05-13,Retail,Bangalore,1745.96
2682,Men,Basketball,LeBron 20,4,4.0,6092.007142857143,0.41,0.0,2024-08-28,Retail,Pune,3614.76
2683,Kids,Lifestyle,Dunk Low,4,1.0,6179.874130434783,0,0.0,2025-06-12,Online,Mumbai,1119.71
2684,Men,Lifestyle,Blazer Mid,3,0.0,5995.4456451612905,0.73,0.0,2025-04-11,Retail,Mumbai,1556.61
2685,Kids,Lifestyle,Dunk Low,2,4.0,6179.874130434783,0,0.0,2025-05-22,Retail,Hyderabad,1377.72
2687,Women,Lifestyle,Waffle One,8,-1.0,2381.94,0,0.0,2024-09-30,Retail,Delhi,1457.93
2695,Men,Basketball,Air Jordan,3,-1.0,6064.126491228069,0,0.0,2024-10-12,Online,Hyderabad,3234.28
2697,Men,Basketball,Air Jordan,2,-1.0,6064.126491228069,0.09,0.0,2025-06-25,Online,Delhi,681.86
2699,Men,Lifestyle,Dunk Low,4,0.0,6179.874130434783,0,0.0,2025-02-21,Online,Mumbai,1052.65
2700,Kids,Training,Metcon 7,4,0.0,6019.014594594595,0.48,0.0,2025-07-11,Retail,Bangalore,1423.83
2702,Men,Basketball,Kyrie Flytrap,4,0.0,5620.632222222222,0,0.0,2024-12-16,Online,Pune,687.32
2706,Women,Training,ZoomX Invincible,4,0.0,6594.948909090909,0,0.0,2025-05-08,Retail,Kolkata,3153.1
2709,Kids,Running,Free RN,10,1.0,6302.98,0.48,3277.55,2025-03-08,Retail,Delhi,2835.93
2710,Women,Lifestyle,Blazer Mid,2,2.0,4669.75,0,0.0,2025-03-08,Retail,Bangalore,-987.12
2711,Men,Soccer,Mercurial Superfly,7,2.0,6274.248378378378,0,0.0,2025-03-08,Online,Delhi,756.18
2713,Men,Lifestyle,Air Force 1,3,1.0,7877.36,0.55,3544.81,2025-05-10,Retail,Kolkata,3663.49
2715,Kids,Basketball,LeBron 20,3,0.0,6092.007142857143,1.07,0.0,2025-06-13,Online,Kolkata,-1164.37
2716,Kids,Training,SuperRep Go,2,0.0,4830.96,0,0.0,2024-11-17,Online,Pune,1344.73
2717,Men,Running,Free RN,2,0.0,9473.09,0,0.0,2024-11-17,Online,Delhi,3055.36
2721,Kids,Training,Flex Trainer,3,0.0,5957.5976190476185,0,0.0,2023-11-11,Online,Bangalore,1275.23
2722,Women,Lifestyle,Dunk Low,3,0.0,6179.874130434783,0.09,0.0,2024-09-30,Online,Kolkata,818.65
2731,Kids,Lifestyle,Dunk Low,2,3.0,6179.874130434783,0,0.0,2025-03-28,Online,Kolkata,3961.27
2732,Women,Training,SuperRep Go,2,0.0,3402.8,0,0.0,2025-03-01,Online,Hyderabad,1045.5
2738,Women,Training,ZoomX Invincible,2,3.0,6594.948909090909,0.39,0.0,2025-05-11,Retail,Pune,-712.53
2739,Kids,Running,Free RN,3,2.0,6094.6030612244895,0.26,0.0,2025-02-04,Online,Kolkata,2350.69
2740,Women,Lifestyle,Air Force 1,4,1.0,4922.19,0,0.0,2025-02-04,Retail,Bangalore,3820.48
2003,Women,Training,ZoomX Invincible,4,4.0,7850.87,1.02,-628.07,2025-04-01,Online,Kolkata,992.14
2745,Men,Soccer,Phantom GT,4,-1.0,6263.1849999999995,0.94,0.0,2024-12-31,Retail,Hyderabad,501.65
2746,Women,Basketball,Air Jordan,3,-1.0,9795.69,0,0.0,2024-09-21,Online,Mumbai,1044.46
2747,Men,Soccer,Tiempo Legend,4,4.0,2483.97,0,0.0,2024-09-21,Online,Delhi,-609.36
2754,Kids,Training,ZoomX Invincible,4,1.0,6594.948909090909,0,0.0,2025-01-03,Online,Kolkata,3565.12
2755,Men,Running,React Infinity,2,3.0,8574.0,0,0.0,2024-12-24,Online,Bangalore,161.95
2761,Kids,Soccer,Premier III,2,4.0,5879.875,0,0.0,2025-05-28,Retail,Delhi,2588.03
2762,Women,Running,Pegasus Turbo,3,2.0,6047.902291666666,0,0.0,2025-05-28,Retail,Mumbai,-355.55
2763,Women,Soccer,Phantom GT,10,4.0,3328.58,0,0.0,2024-07-31,Online,Pune,-763.34
2773,Women,Training,ZoomX Invincible,2,1.0,5045.62,1.21,-1059.58,2025-04-02,Online,Hyderabad,1191.02
2778,Kids,Soccer,Phantom GT,11,0.0,4462.26,0,0.0,2025-06-20,Online,Hyderabad,1006.73
2780,Men,Training,Metcon 7,6,1.0,4308.75,0.32,2929.95,2024-12-06,Online,Hyderabad,799.35
2781,Men,Training,Metcon 7,12,1.0,6546.59,0.68,2094.91,2023-09-03,Retail,Bangalore,1504.31
2785,Women,Lifestyle,Blazer Mid,3,2.0,5995.4456451612905,0,0.0,2024-10-20,Retail,Hyderabad,-834.71
2787,Kids,Training,Metcon 7,12,3.0,3440.88,0,0.0,2024-08-31,Online,Pune,22.93
2792,Kids,Lifestyle,Waffle One,3,-1.0,4338.16,0,0.0,2025-05-08,Online,Kolkata,-328.05
2793,Men,Running,Pegasus Turbo,4,0.0,6047.902291666666,0,0.0,2024-10-12,Retail,Bangalore,922.24
2795,Women,Running,React Infinity,3,0.0,6447.061224489796,0,0.0,2024-10-12,Retail,Delhi,-615.37
2796,Men,Lifestyle,Dunk Low,12,-1.0,2849.49,0,0.0,2023-11-08,Retail,Mumbai,2597.58
2800,Women,Running,React Infinity,6,0.0,8737.08,0.9,0.0,2025-03-13,Online,Delhi,1737.0
2801,Women,Running,React Infinity,8,2.0,6447.061224489796,0,0.0,2024-02-13,Retail,Mumbai,2966.12
2802,Men,Running,Free RN,3,3.0,6094.6030612244895,0,0.0,2024-01-19,Online,Kolkata,-231.73
2803,Women,Soccer,Mercurial Superfly,4,0.0,6274.248378378378,0,0.0,2023-11-02,Online,Hyderabad,83.11
2804,Kids,Running,Pegasus Turbo,4,-1.0,6047.902291666666,0,0.0,2023-11-02,Online,Hyderabad,2270.96
2805,Women,Running,Pegasus Turbo,3,-1.0,6047.902291666666,0.82,0.0,2023-08-28,Online,Pune,2037.76
2806,Kids,Basketball,Kyrie Flytrap,7,3.0,4466.78,0,0.0,2024-02-10,Online,Bangalore,2407.08
2807,Kids,Training,ZoomX Invincible,3,2.0,6594.948909090909,0,0.0,2024-10-01,Online,Hyderabad,875.36
2808,Women,Running,Pegasus Turbo,3,0.0,7810.49,0,0.0,2024-10-01,Online,Bangalore,-65.85
2810,Men,Running,Air Zoom,7,2.0,2943.44,0.53,2766.83,2024-10-01,Retail,Hyderabad,405.67
2811,Men,Basketball,Zoom Freak,8,3.0,9153.02,0,0.0,2025-01-24,Retail,Bangalore,-77.61
2813,Men,Running,Free RN,2,4.0,7450.8,0,0.0,2024-08-08,Online,Bangalore,2098.29
2814,Kids,Running,React Infinity,2,0.0,6447.061224489796,0,0.0,2024-10-07,Online,Delhi,1702.06
2815,Kids,Training,Flex Trainer,3,0.0,5957.5976190476185,1.16,0.0,2024-10-07,Online,Kolkata,3281.98
2816,Men,Basketball,LeBron 20,2,3.0,5983.35,0,0.0,2025-01-22,Retail,Hyderabad,916.13
2032,Women,Soccer,Mercurial Superfly,10,2.0,6274.248378378378,0.96,0.0,2024-10-16,Online,Kolkata,-596.41
2820,Women,Lifestyle,Blazer Mid,2,4.0,8659.15,0,0.0,2024-08-05,Online,Mumbai,2078.39
2823,Men,Soccer,Mercurial Superfly,3,1.0,6274.248378378378,0,0.0,2024-07-27,Retail,Mumbai,-1125.91
2824,Men,Basketball,Air Jordan,3,4.0,5123.35,0,0.0,2024-11-02,Online,Mumbai,1620.37
2826,Kids,Lifestyle,Blazer Mid,2,2.0,5995.4456451612905,0.01,0.0,2024-11-02,Retail,Bangalore,262.81
2827,Men,Basketball,Air Jordan,3,0.0,4278.28,1.17,0.0,2025-01-27,Retail,Hyderabad,860.32
2831,Women,Training,SuperRep Go,7,4.0,5628.213958333334,0,0.0,2024-11-10,Online,Mumbai,3134.87
2833,Women,Training,Flex Trainer,4,4.0,2224.9,0,0.0,2025-01-19,Online,Pune,-16.04
2834,Kids,Training,Flex Trainer,2,-1.0,9544.08,0,0.0,2024-09-05,Retail,Kolkata,575.58
2836,Men,Basketball,Kyrie Flytrap,3,0.0,9098.9,0.75,0.0,2025-07-22,Retail,Delhi,2729.87
2838,Women,Basketball,Air Jordan,4,4.0,8605.73,0,0.0,2025-01-08,Retail,Pune,-990.99
2050,Women,Lifestyle,Blazer Mid,3,-1.0,5995.4456451612905,0,0.0,2024-11-28,Online,Kolkata,3407.87
2841,Men,Basketball,LeBron 20,2,1.0,4166.94,0,0.0,2024-11-28,Online,Delhi,2865.93
2842,Women,Soccer,Phantom GT,2,-1.0,6263.1849999999995,0,0.0,2025-01-19,Online,Bangalore,-1193.98
2847,Men,Training,Metcon 7,4,0.0,6019.014594594595,0.16,0.0,2024-11-16,Online,Bangalore,3988.85
2850,Kids,Lifestyle,Waffle One,4,2.0,5619.815833333333,0,0.0,2024-11-10,Retail,Pune,458.86
2860,Kids,Lifestyle,Air Force 1,4,-1.0,7568.04,0,0.0,2025-04-07,Retail,Hyderabad,1365.3
2861,Kids,Training,ZoomX Invincible,4,0.0,6594.948909090909,0,0.0,2025-04-20,Online,Pune,650.99
2862,Kids,Soccer,Phantom GT,9,4.0,7940.29,1.02,-635.22,2024-11-11,Retail,Delhi,1803.25
2866,Kids,Training,SuperRep Go,11,2.0,5628.213958333334,0,0.0,2025-01-09,Online,Pune,273.28
2867,Men,Soccer,Mercurial Superfly,11,1.0,9936.58,0,0.0,2025-02-20,Online,Hyderabad,3190.43
2869,Kids,Soccer,Premier III,2,4.0,5879.875,0,0.0,2024-07-26,Online,Pune,1550.3
2870,Kids,Training,Metcon 7,2,1.0,9633.68,0,0.0,2024-10-05,Retail,Delhi,771.96
2871,Men,Training,Flex Trainer,2,1.0,2294.09,0,0.0,2025-07-22,Retail,Bangalore,1002.21
2875,Women,Lifestyle,Dunk Low,3,4.0,7401.53,0,0.0,2024-09-16,Retail,Bangalore,1559.28
2880,Kids,Basketball,Air Jordan,9,0.0,8132.33,0.63,0.0,2025-05-19,Retail,Delhi,191.67
2050,Kids,Basketball,Zoom Freak,6,3.0,6748.174761904761,0,0.0,2025-06-30,Retail,Kolkata,-1000.03
2882,Men,Training,Metcon 7,9,2.0,6019.014594594595,0.9,0.0,2025-06-30,Retail,Kolkata,-127.44
2885,Women,Lifestyle,Blazer Mid,4,0.0,7671.31,0,0.0,2025-05-10,Retail,Kolkata,3394.27
2886,Kids,Running,Free RN,4,0.0,8164.32,0.94,0.0,2024-08-19,Retail,Pune,286.3
2892,Women,Running,Free RN,2,4.0,6094.6030612244895,0,0.0,2024-11-24,Online,Bangalore,-1195.79
2893,Women,Running,React Infinity,10,1.0,6447.061224489796,0.61,0.0,2025-04-01,Retail,Delhi,780.43
2898,Women,Running,Free RN,6,1.0,6094.6030612244895,0,0.0,2025-02-15,Retail,Kolkata,-744.45
2899,Men,Basketball,LeBron 20,3,3.0,6531.36,0,0.0,2025-05-17,Online,Mumbai,-91.78
2006,Men,Lifestyle,Waffle One,4,2.0,5619.815833333333,0,0.0,2023-09-26,Retail,Mumbai,-716.79
2904,Women,Soccer,Tiempo Legend,9,2.0,8644.67,0.54,7953.1,2025-04-29,Online,Bangalore,2711.75
2906,Women,Lifestyle,Waffle One,7,1.0,5619.815833333333,0,0.0,2024-08-25,Retail,Delhi,-291.45
2912,Kids,Running,React Infinity,4,2.0,9839.63,0.98,393.59,2024-03-07,Online,Bangalore,1218.22
2915,Men,Basketball,Kyrie Flytrap,4,1.0,4994.83,0,0.0,2025-03-25,Retail,Mumbai,629.34
2920,Kids,Soccer,Mercurial Superfly,9,2.0,5891.32,1.18,-2120.88,2025-04-01,Retail,Kolkata,345.7
2922,Kids,Soccer,Tiempo Legend,4,2.0,5638.320256410257,1.2,0.0,2025-01-16,Online,Kolkata,3495.67
2006,Men,Lifestyle,Waffle One,4,4.0,6064.42,0,0.0,2025-01-16,Online,Hyderabad,2936.55
2928,Women,Lifestyle,Waffle One,6,3.0,5619.815833333333,0,0.0,2024-09-07,Online,Delhi,-1064.86
2932,Kids,Running,Air Zoom,12,0.0,5842.576458333334,0.35,0.0,2025-03-01,Online,Bangalore,-427.86
2934,Women,Basketball,LeBron 20,4,-1.0,2370.91,0,0.0,2024-03-14,Online,Mumbai,3043.95
2935,Men,Lifestyle,Dunk Low,3,4.0,6179.874130434783,0,0.0,2024-05-13,Online,Hyderabad,478.07
2936,Women,Training,Flex Trainer,4,1.0,6496.58,0.29,4612.57,2024-07-31,Retail,Pune,1933.1
2938,Kids,Soccer,Phantom GT,3,1.0,6263.1849999999995,0,0.0,2025-01-14,Online,Delhi,2596.64
2939,Women,Basketball,Air Jordan,4,4.0,6858.76,0,0.0,2025-01-14,Retail,Mumbai,639.03
2940,Women,Soccer,Premier III,3,-1.0,8412.43,0,0.0,2025-05-06,Retail,Hyderabad,-344.67
2941,Men,Lifestyle,Blazer Mid,4,-1.0,9331.65,0,0.0,2025-05-02,Retail,Kolkata,492.35
2942,Women,Training,Flex Trainer,10,4.0,5222.39,0.57,8982.51,2025-04-16,Online,Bangalore,-68.53
2943,Women,Training,SuperRep Go,7,-1.0,3390.0,0,0.0,2024-10-09,Retail,Mumbai,-429.78
2945,Kids,Basketball,LeBron 20,4,-1.0,3519.94,0,0.0,2024-10-06,Online,Mumbai,3456.5
2948,Men,Basketball,Kyrie Flytrap,6,0.0,5620.632222222222,0.16,0.0,2025-04-19,Online,Kolkata,1708.88
2036,Women,Soccer,Premier III,4,2.0,5879.875,0.76,0.0,2025-07-05,Online,Mumbai,2469.75
2049,Men,Training,Metcon 7,2,2.0,6019.014594594595,1.08,0.0,2024-12-04,Online,Bangalore,-400.59
2954,Women,Training,Flex Trainer,3,-1.0,4709.79,0,0.0,2024-12-04,Retail,Pune,3397.29
2962,Women,Lifestyle,Air Force 1,9,-1.0,2446.23,0,0.0,2024-11-21,Online,Hyderabad,727.92
2966,Kids,Training,Flex Trainer,8,3.0,5957.5976190476185,0,0.0,2025-02-27,Online,Pune,333.36
2975,Kids,Soccer,Mercurial Superfly,10,1.0,5037.43,0,0.0,2024-11-10,Online,Delhi,3279.17
2977,Kids,Training,ZoomX Invincible,8,3.0,2959.26,0.37,5593.0,2024-08-08,Online,Kolkata,-821.76
2980,Women,Running,React Infinity,3,4.0,8899.81,0,0.0,2025-04-14,Retail,Bangalore,3075.35
2981,Kids,Soccer,Premier III,2,4.0,5185.52,0,0.0,2025-01-10,Retail,Pune,2777.67
2989,Men,Soccer,Mercurial Superfly,2,1.0,6429.61,0,0.0,2024-02-14,Online,Bangalore,2459.52
2993,Men,Soccer,Premier III,2,4.0,5879.875,0,0.0,2024-10-13,Retail,Hyderabad,1770.74
2043,Women,Lifestyle,Waffle One,3,-1.0,5619.815833333333,0,0.0,2024-10-13,Retail,Mumbai,497.69
3000,Kids,Running,Free RN,2,1.0,6094.6030612244895,0,0.0,2025-06-05,Retail,Mumbai,-1110.62
3003,Men,Basketball,Zoom Freak,4,2.0,6748.174761904761,0,0.0,2023-08-03,Online,Bangalore,-646.26
3004,Men,Training,ZoomX Invincible,4,2.0,6897.68,0,0.0,2023-08-03,Retail,Pune,2708.1
3006,Kids,Lifestyle,Blazer Mid,8,4.0,5995.4456451612905,0.89,0.0,2025-04-23,Online,Pune,1932.88
3007,Women,Soccer,Tiempo Legend,12,1.0,7680.16,1.23,-1766.44,2025-05-30,Online,Bangalore,-1076.72
3011,Women,Running,Pegasus Turbo,7,1.0,6047.902291666666,0.5,0.0,2025-05-05,Retail,Hyderabad,3074.24
3012,Men,Lifestyle,Blazer Mid,3,2.0,3758.51,0,0.0,2025-05-05,Retail,Hyderabad,94.77
3013,Kids,Basketball,Zoom Freak,4,4.0,6748.174761904761,0.96,0.0,2025-06-16,Retail,Kolkata,1039.09
3016,Women,Running,Air Zoom,2,0.0,8931.44,0,0.0,2024-08-31,Retail,Bangalore,868.59
3020,Kids,Lifestyle,Dunk Low,3,1.0,6153.37,0,0.0,2023-12-19,Retail,Hyderabad,493.35
3021,Women,Soccer,Mercurial Superfly,6,4.0,6274.248378378378,0.42,0.0,2023-09-21,Retail,Hyderabad,3050.7
3022,Kids,Training,ZoomX Invincible,3,-1.0,4318.48,0,0.0,2025-05-14,Online,Delhi,271.37
3025,Kids,Lifestyle,Blazer Mid,3,4.0,5995.4456451612905,0,0.0,2024-08-25,Retail,Hyderabad,3005.88
3027,Women,Training,SuperRep Go,3,2.0,9593.27,0,0.0,2024-10-25,Retail,Delhi,-1038.79
3028,Kids,Running,Air Zoom,3,4.0,5837.53,0,0.0,2025-01-29,Retail,Kolkata,-471.86
3031,Kids,Soccer,Premier III,2,4.0,8588.14,0,0.0,2023-10-11,Online,Kolkata,-117.68
3032,Men,Running,React Infinity,4,0.0,6447.061224489796,0,0.0,2025-01-16,Online,Mumbai,450.75
3034,Men,Soccer,Premier III,2,2.0,5879.875,0.79,0.0,2024-11-21,Online,Pune,460.06
3035,Kids,Training,Flex Trainer,12,4.0,9625.47,0,0.0,2024-11-21,Retail,Hyderabad,-419.24
3036,Kids,Lifestyle,Dunk Low,11,2.0,2879.09,0,0.0,2024-10-15,Retail,Hyderabad,1129.11
3038,Kids,Lifestyle,Air Force 1,2,0.0,4195.03,0,0.0,2025-01-27,Retail,Delhi,1068.18
3042,Men,Lifestyle,Air Force 1,2,1.0,6194.755901639345,0,0.0,2025-01-03,Online,Delhi,3750.11
3043,Men,Running,React Infinity,3,2.0,6447.061224489796,0,0.0,2025-04-11,Retail,Delhi,147.79
3044,Kids,Lifestyle,Air Force 1,7,3.0,4222.2,0,0.0,2025-04-11,Retail,Hyderabad,931.4
3045,Kids,Soccer,Premier III,4,1.0,2196.2,0,0.0,2025-04-11,Retail,Bangalore,3809.54
3048,Women,Lifestyle,Waffle One,6,1.0,5619.815833333333,0.23,0.0,2025-07-17,Retail,Hyderabad,517.17
3058,Men,Soccer,Phantom GT,2,-1.0,8048.66,0,0.0,2023-08-01,Retail,Kolkata,3860.59
3059,Women,Running,React Infinity,3,3.0,6447.061224489796,1.0,0.0,2025-06-19,Online,Hyderabad,3692.43
3063,Kids,Running,Air Zoom,2,2.0,9676.61,0,0.0,2025-04-20,Online,Mumbai,3674.74
3067,Men,Lifestyle,Blazer Mid,9,4.0,5995.4456451612905,0,0.0,2024-03-05,Retail,Hyderabad,1939.56
3068,Kids,Lifestyle,Air Force 1,3,4.0,4867.07,1.21,-4088.34,2025-05-25,Online,Delhi,2863.56
3069,Men,Training,Metcon 7,3,1.0,6019.014594594595,1.23,0.0,2025-04-13,Online,Hyderabad,-6.91
3078,Men,Running,Free RN,2,1.0,2555.18,0,0.0,2024-09-14,Online,Delhi,1820.38
3080,Kids,Running,Air Zoom,3,4.0,3317.71,0,0.0,2024-01-10,Online,Hyderabad,-198.0
3082,Men,Training,Metcon 7,3,-1.0,6019.014594594595,0,0.0,2024-08-11,Online,Delhi,-65.96
3086,Kids,Basketball,Kyrie Flytrap,9,-1.0,5620.632222222222,1.2,0.0,2024-08-29,Retail,Bangalore,-592.41
3087,Kids,Lifestyle,Waffle One,2,3.0,2765.77,0,0.0,2025-01-08,Retail,Bangalore,2785.94
3088,Kids,Training,ZoomX Invincible,4,3.0,6594.948909090909,0,0.0,2025-01-08,Online,Delhi,2418.74
3093,Women,Soccer,Tiempo Legend,10,3.0,5638.320256410257,0,0.0,2025-06-29,Retail,Kolkata,28.77
3100,Women,Training,ZoomX Invincible,7,4.0,6594.948909090909,0.97,0.0,2025-06-30,Retail,Mumbai,1861.15
2021,Men,Lifestyle,Blazer Mid,8,3.0,3723.21,0,0.0,2025-06-22,Online,Bangalore,-1133.4
3104,Men,Running,Free RN,3,0.0,7734.26,0.47,0.0,2025-02-09,Online,Bangalore,1921.82
3105,Women,Soccer,Phantom GT,3,4.0,6263.1849999999995,0.57,0.0,2024-11-30,Online,Pune,3176.71
3108,Kids,Soccer,Phantom GT,2,-1.0,6263.1849999999995,0.38,0.0,2024-12-16,Online,Mumbai,1350.25
3111,Women,Basketball,Air Jordan,4,3.0,6064.126491228069,0,0.0,2024-10-13,Retail,Hyderabad,2732.23
3112,Men,Basketball,Kyrie Flytrap,3,1.0,5620.632222222222,0.49,0.0,2024-10-13,Retail,Delhi,-532.65
3114,Women,Running,React Infinity,3,1.0,7627.37,0,0.0,2025-03-27,Retail,Bangalore,2752.18
